Tomorrow_Direction,Date,Open,High,Low,Close,Volume,Range,ROC,Weekly_ROC,Standardized_Range_20,Standardized_ROC_20,Standardized_Weekly_ROC_20,Stochastic_20,Standardized_Close_20,Standardized_Volume_20,Day_of_Week,MACD_20_50,ADX_20
-1,2006.09.05,1.2859,1.2867,1.2795,1.2816,8980,0.0056272,-0.003344,-0.0010912,-0.5317077,-0.9312959,-0.1955276,0.4919355,0.1880032,-0.8621948,2,0.00494177,10.97804206
-1,2006.09.06,1.2815,1.2836,1.2769,1.2805,9138,0.0052471,-0.0007803,-0.0028035,-0.6113971,-0.1380094,-0.4076521,0.4475806,0.0059365,-0.4693665,3,0.00474954,10.80405365
-1,2006.09.07,1.2804,1.2835,1.2706,1.2734,10064,0.0101527,-0.005467,-0.0058553,1.9374836,-1.5232443,-0.8469391,0.1612903,-1.5083494,1.574906,4,0.00416694,11.64137184
1,2006.09.08,1.2736,1.2746,1.265,1.2674,9977,0.0075889,-0.0048681,-0.0133894,0.5563532,-1.3894652,-2.0192572,0.0821918,-2.4937443,1.2867233,5,0.00330879,13.40803473
-1,2006.09.11,1.2666,1.2745,1.2648,1.2702,8858,0.0076692,0.0028423,-0.0122093,0.5280519,0.8943592,-1.6990555,0.1836735,-1.8441727,-1.0713949,1,0.00270733,15.04049562
1,2006.09.12,1.2699,1.2735,1.2671,1.2689,9330,0.0050509,-0.0007875,-0.0098322,-0.7968492,-0.1024816,-1.2392487,0.1394558,-1.8119444,-0.0691731,2,0.00210155,16.51748406
1,2006.09.13,1.2684,1.2719,1.2664,1.27,9207,0.004343,0.0012614,-0.0081225,-1.0720635,0.6440869,-0.9241816,0.1768707,-1.4388362,-0.3231044,3,0.00162873,18.09976384
-1,2006.09.14,1.2699,1.2756,1.2675,1.2723,9193,0.0063905,0.0018899,-0.0010207,0.0246917,0.7903261,0.0933904,0.255102,-0.9563029,-0.3366865,4,0.00134049,17.90148553
1,2006.09.15,1.2726,1.274,1.263,1.2659,9257,0.0087094,-0.0052648,-0.0005527,1.1526009,-1.429862,0.240833,0.0929487,-1.7343657,-0.2644167,5,0.00072637,18.6249289
-1,2006.09.18,1.2637,1.2712,1.2629,1.2702,8734,0.0065722,0.0051436,0.0002362,0.1008016,1.8132217,0.5325275,0.2807692,-0.9987366,-1.2732778,1,0.00043072,19.30544864
1,2006.09.19,1.2704,1.2726,1.265,1.2671,11104,0.0060079,-0.0025976,-0.0010249,-0.1521312,-0.6945497,0.340461,0.1666667,-1.3384666,2.7172238,2,-0.00000157,19.22330218
1,2006.09.20,1.2672,1.2727,1.2665,1.2688,10514,0.0048954,0.0012626,-0.0008662,-0.7407962,0.5421914,0.3371471,0.234127,-0.9754568,1.5725157,3,-0.0002821,19.08573603
1,2006.09.21,1.269,1.2798,1.2682,1.278,11358,0.0091468,0.0070922,0.0042433,1.50782,2.0586084,1.1305183,0.5992063,0.4170434,2.2907075,4,-0.0000095,17.71036685
-1,2006.09.22,1.2781,1.283,1.2776,1.2783,10839,0.0042267,0.0001565,0.0115534,-1.0745872,0.0060029,1.9994198,0.6111111,0.4382898,1.4496137,5,0.0002443,18.00300914
-1,2006.09.25,1.2789,1.2819,1.2731,1.2745,9935,0.0069123,-0.0034405,0.0032273,0.2924003,-0.9562176,0.6429948,0.4603175,-0.1066368,0.3105345,1,0.00025113,16.66899707
1,2006.09.26,1.2747,1.2761,1.2662,1.2682,10657,0.0078187,-0.0050992,0.0007891,0.7450687,-1.287652,0.2673597,0.2103175,-0.9671954,1.0916019,2,-0.00009681,16.41561585
-1,2006.09.27,1.2684,1.2717,1.267,1.2701,10637,0.0037096,0.0013403,0.0008668,-1.4209113,0.5208858,0.3059559,0.2857143,-0.5976739,0.9927845,3,-0.00029246,16.18636617
-1,2006.09.28,1.2699,1.2732,1.2678,1.2694,10981,0.0042593,-0.0003937,-0.006807,-1.0240592,-0.0002623,-0.8273527,0.2620968,-0.6354082,1.2778973,4,-0.00050066,15.13487812
1,2006.09.29,1.2695,1.2714,1.2639,1.2673,10469,0.005934,-0.001733,-0.0090703,-0.1206366,-0.3305482,-1.073596,0.1774194,-0.9078897,0.6524015,5,-0.00079743,15.43522211
-1,2006.10.02,1.2683,1.2761,1.2662,1.2736,9716,0.0078187,0.0041788,-0.0008629,0.7865592,1.274169,0.2927643,0.4495798,0.3908853,-0.2791439,1,-0.00069948,14.32507304
-1,2006.10.03,1.2737,1.2764,1.2719,1.2729,9030,0.003538,-0.0006281,0.0035478,-1.4506831,-0.0938667,0.961433,0.4830918,0.383256,-1.1137315,2,-0.00065094,13.13599796
-1,2006.10.04,1.273,1.2738,1.2668,1.2711,9964,0.0055257,-0.0014925,0.000945,-0.4153725,-0.3263661,0.506643,0.3980583,0.064261,-0.0338487,3,-0.00070715,13.78141644
-1,2006.10.05,1.2712,1.2725,1.2671,1.2692,8208,0.0042617,-0.0015733,-0.0002363,-1.0228883,-0.4270321,0.2738937,0.3134328,-0.4336958,-1.8855123,4,-0.00085981,14.3653665
1,2006.10.06,1.2689,1.2714,1.2574,1.2599,6393,0.0111341,-0.0070928,-0.006623,2.4193816,-1.9216482,-0.8849653,0.0976562,-2.5299082,-2.7948809,5,-0.00151032,16.2376814
-1,2006.10.09,1.2588,1.2612,1.2584,1.2593,4765,0.002225,0.0003972,-0.0113056,-1.6877398,0.2194077,-1.7427375,0.0742188,-2.1821989,-2.9314735,1,-0.00210377,17.9316806
-1,2006.10.10,1.2594,1.2612,1.2517,1.2533,6436,0.0075897,-0.0048436,-0.0154753,0.6956793,-1.1758949,-2.2174564,0.0511182,-2.5938627,-1.6663138,2,-0.00294792,20.5936436
1,2006.10.11,1.2531,1.2556,1.2502,1.2523,6557,0.0043193,-0.0006384,-0.0148678,-0.7820048,0.0078739,-1.9015977,0.0640244,-2.226968,-1.4334129,3,-0.00372673,23.37607861
-1,2006.10.12,1.2522,1.2563,1.2516,1.2558,6172,0.0037552,0.0028749,-0.0103239,-0.9531021,0.9567813,-1.1124524,0.1707317,-1.52417,-1.4632018,4,-0.00419374,25.3052923
1,2006.10.13,1.2557,1.2577,1.2483,1.2512,5931,0.0075302,-0.0035837,-0.0060375,0.7571179,-0.8578072,-0.4515676,0.0835735,-1.8390327,-1.4152799,5,-0.00484175,27.57145744
1,2006.10.16,1.2501,1.2536,1.2488,1.2532,5278,0.0038437,0.0024798,-0.004923,-0.8369525,0.9316567,-0.2547362,0.1412104,-1.4187531,-1.5324073,1,-0.00527492,29.62179733
-1,2006.10.17,1.2533,1.2564,1.2508,1.2536,6857,0.0044771,0.0002394,0.000399,-0.5170543,0.228028,0.5028472,0.1527378,-1.2408678,-0.752359,2,-0.00560935,29.42655656
1,2006.10.18,1.2537,1.2557,1.2502,1.2533,5990,0.0043993,-0.0003191,0.0008785,-0.5378101,0.085663,0.5561244,0.1440922,-1.1502189,-1.0313501,3,-0.00589593,29.48200719
-1,2006.10.19,1.2531,1.2641,1.253,1.2621,6287,0.0088587,0.0071822,0.0050968,1.4456832,2.3322047,1.1461686,0.3976945,-0.1488837,-0.814498,4,-0.00563003,26.99299107
-1,2006.10.20,1.2623,1.264,1.2596,1.2616,5851,0.0034932,-0.0005545,0.0091993,-0.9114263,0.0241436,1.8082109,0.3958333,-0.1210128,-0.9220056,5,-0.00540587,24.74102409
1,2006.10.24,1.2553,1.2575,1.2524,1.2553,5634,0.0040722,0,0.0012762,-0.5849942,0.1432721,0.6585658,0.2491103,-0.7222453,-0.8508186,2,-0.00566232,24.64202171
1,2006.10.25,1.2554,1.2621,1.2551,1.2608,6238,0.0055772,0.0043014,0.0061448,0.0470528,1.3489099,1.2924982,0.4448399,0.0390678,-0.4757442,3,-0.00541663,22.78627688
1,2006.10.26,1.2607,1.2701,1.2605,1.2687,7003,0.007616,0.0063457,0.0050701,0.8847767,1.693929,1.0312677,0.7259786,1.0960051,0.0444145,4,-0.00474025,22.0361204
-1,2006.10.27,1.2689,1.2749,1.2662,1.274,7243,0.006871,0.0040192,0.0099088,0.5260929,0.9738699,1.5110622,0.9145907,1.656536,0.3347946,5,-0.00383766,22.35035112
1,2006.10.30,1.273,1.2734,1.2698,1.2715,5958,0.0028351,-0.0011783,0.0129053,-1.1444579,-0.3265408,1.673857,0.8256228,1.3846154,-0.5011118,1,-0.00317879,22.63465511
-1,2006.10.31,1.2716,1.2782,1.2677,1.2765,7336,0.0082827,0.0038534,0.0168074,1.1264467,0.9438145,1.8748361,0.9431438,1.921072,0.7503243,2,-0.00231405,23.67647676
1,2006.11.01,1.2764,1.2797,1.2742,1.2754,5827,0.0043164,-0.0007835,0.0116602,-0.5568635,-0.2841604,1.1912839,0.8630573,1.6898368,-0.5979843,3,-0.00161533,25.04813183
-1,2006.11.02,1.2755,1.2784,1.2736,1.2778,6531,0.0037688,0.0018032,0.0070139,-0.7751146,0.3542398,0.6471188,0.9394904,1.7896862,0.5144967,4,-0.00086747,25.85235873
1,2006.11.03,1.2777,1.2781,1.2681,1.2716,6638,0.0078858,-0.0047742,-0.0010998,1.2045396,-1.5006922,-0.2454339,0.7420382,1.0142925,0.6578967,5,-0.00056146,24.81194439
1,2006.11.06,1.2717,1.2732,1.2689,1.2732,5229,0.0033888,0.0011795,0.0012583,-1.0713796,0.1571411,-0.0624209,0.7929936,1.0773963,-1.7164541,1,-0.00020372,23.87061712
-1,2006.11.07,1.2733,1.2817,1.2719,1.2783,6692,0.007705,0.0039268,0.0014886,1.1256856,0.8445506,-0.1493045,0.8982036,1.4293267,0.7341575,2,0.00039373,24.73091381
1,2006.11.08,1.2782,1.2806,1.2745,1.2757,6547,0.0047862,-0.0019559,0.0001568,-0.3737297,-0.8554863,-0.4858644,0.8203593,1.0594906,0.4922526,3,0.00076596,25.50927749
1,2006.11.09,1.2755,1.2847,1.2749,1.2837,7340,0.0076869,0.0064289,0.0046959,1.0048946,1.4475348,0.0916576,0.9725275,1.6360416,1.5979386,4,0.00153484,26.92103786
-1,2006.11.10,1.2835,1.2899,1.2829,1.284,7379,0.0054564,0.0003896,0.0096721,-0.0796163,-0.2822674,0.8657743,0.8564477,1.5038806,1.4654344,5,0.0022143,29.2127191
1,2006.11.13,1.2851,1.2878,1.2795,1.2806,10060,0.0064869,-0.0035017,0.0057331,0.3965658,-1.2629778,0.0518023,0.7657431,1.0775412,3.3580055,1,0.00260618,29.87522662
1,2006.11.14,1.2808,1.2869,1.2789,1.281,8023,0.0062554,0.0001562,0.0021906,0.2287008,-0.2509095,-0.6944792,0.7758186,1.026257,1.2541205,2,0.00295952,30.22215199
-1,2006.11.15,1.2809,1.2833,1.2772,1.283,6822,0.0047761,0.0016395,0.00588,-0.5812216,0.1323074,0.013369,0.816,1.1492172,0.0934812,3,0.00336766,29.59454893
1,2006.11.16,1.2831,1.2839,1.2783,1.2797,7042,0.0043808,-0.0026498,-0.0029607,-0.7194034,-0.9744547,-1.6338636,0.728,0.7084271,0.2665681,4,0.003525,29.24855853
-1,2006.11.17,1.2796,1.2844,1.2761,1.2828,6774,0.0065042,0.0025008,-0.0017897,0.4378233,0.4907067,-1.2590726,0.8106667,0.9595237,-0.0320076,5,0.00382227,28.01203751
1,2006.11.20,1.2825,1.285,1.2804,1.2819,5832,0.0035926,-0.0004678,0.0008588,-1.1799065,-0.4890156,-0.75173,0.7866667,0.8102751,-0.9449558,1,0.00401599,27.21375828
1,2006.11.21,1.2818,1.2853,1.2797,1.2847,6009,0.004376,0.0022624,0.0029667,-0.7367331,0.3477035,-0.3733079,0.8505747,1.2256908,-0.8066567,2,0.00432625,26.02633672
1,2006.11.22,1.2846,1.2956,1.2836,1.2942,7654,0.0093487,0.0074731,0.0086509,1.8680327,1.8238706,0.6769703,0.960114,2.5852981,0.7427868,3,0.00511201,26.87275482
1,2006.11.23,1.2941,1.2974,1.2927,1.2948,6260,0.0036358,0.0005409,0.0118787,-1.0420961,-0.1591725,1.1728774,0.9166667,2.2783709,-0.5831051,4,0.00580958,28.28616293
-1,2006.11.24,1.2952,1.3109,1.2946,1.3093,8160,0.0125908,0.0108863,0.0208967,2.7291026,2.4979291,2.3120769,0.962963,3.0511755,1.1762958,5,0.00720659,30.67416662
1,2006.11.27,1.3156,1.3161,1.3086,1.3132,8985,0.0057313,-0.0018243,0.0244968,-0.1350732,-0.830164,2.3798349,0.9400826,2.6474783,1.6953421,1,0.00861255,33.52782803
-1,2006.11.28,1.3126,1.3208,1.3118,1.3192,10195,0.0068608,0.0050282,0.0269345,0.3856443,0.9323141,2.3276125,0.9696395,2.4716662,2.2411369,2,0.0101387,36.54068751
1,2006.11.29,1.3193,1.3217,1.3131,1.3152,8798,0.0065494,-0.0031077,0.0163048,0.2038595,-1.106497,1.0341146,0.8787313,1.8541059,1.0810157,3,0.01120339,39.34899292
1,2006.11.30,1.3151,1.3273,1.314,1.3238,8760,0.0101218,0.0066155,0.0220815,1.5727633,1.2223629,1.5043576,0.9408784,2.0359287,0.9546453,4,0.01256886,42.21157544
-1,2006.12.01,1.3238,1.3347,1.3219,1.3336,8919,0.009683,0.0074029,0.013682,1.2986506,1.2908889,0.5371344,0.9832827,2.1808621,0.971345,5,0.01425791,45.18358106
-1,2006.12.04,1.3362,1.3363,1.3281,1.334,8392,0.0061742,-0.0016465,0.0163035,-0.1965169,-0.8786357,0.7433184,0.9642857,1.8901273,0.5157598,1,0.01569533,47.99059497
-1,2006.12.05,1.3339,1.3361,1.3286,1.3315,9367,0.005645,-0.0017992,0.0092473,-0.3789277,-0.834958,-0.0722627,0.9223301,1.5537317,1.1507171,2,0.01674618,50.53027422
1,2006.12.06,1.3314,1.334,1.3254,1.3279,8674,0.0064886,-0.0026288,0.0097331,-0.0558079,-1.0158101,-0.0739404,0.8631922,1.2446155,0.5492138,3,0.01739544,51.19813939
-1,2006.12.07,1.328,1.3323,1.3275,1.3283,7903,0.0036158,0.0002259,0.0033993,-1.173679,-0.2797976,-0.7939639,0.8671096,1.1388783,-0.0767384,4,0.01791726,51.80239835
1,2006.12.08,1.3282,1.3364,1.3189,1.3202,9646,0.0132686,-0.0060232,-0.0119743,2.2930916,-1.5993766,-2.1137283,0.7313433,0.6803455,1.168443,5,0.01785018,50.30087139
1,2006.12.11,1.3182,1.3261,1.313,1.325,8847,0.0099772,0.0051585,-0.0066722,1.0321017,0.8383598,-1.4381558,0.8109453,0.8223214,0.6387628,1,0.0179941,47.36845907
-1,2006.12.12,1.3248,1.3291,1.3212,1.3282,9093,0.0059794,0.0025664,-0.0024035,-0.3387685,0.2192024,-0.9965105,0.8640133,0.888708,0.7801629,2,0.01823128,45.49490212
-1,2006.12.13,1.3283,1.3287,1.319,1.3207,8318,0.0073541,-0.0057216,-0.005497,0.0908326,-1.4904011,-1.1830113,0.7396352,0.4385181,0.11123,3,0.01794919,43.03470699
-1,2006.12.14,1.3209,1.3252,1.314,1.3152,9069,0.0085236,-0.0043152,-0.0097877,0.4355786,-1.1500418,-1.4765464,0.6484245,0.0587813,0.6483737,4,0.01732882,39.43685023
1,2006.12.15,1.3151,1.3186,1.3059,1.3079,9810,0.0097251,-0.0054749,-0.0078137,0.7938556,-1.2543432,-1.2472212,0.4973545,-0.48001,1.1425568,5,0.01631586,36.78148777
1,2006.12.18,1.3082,1.3117,1.3051,1.3096,7279,0.0050571,0.0010702,-0.0114734,-0.8967738,0.0475178,-1.4246599,0.5273369,-0.5279064,-1.1413071,1,0.01546961,34.65245978
-1,2006.12.19,1.3095,1.3214,1.3082,1.3196,9280,0.0100902,0.0077129,-0.0065497,0.8359057,1.273375,-0.973421,0.6818182,0.0902697,0.6681006,2,0.01523643,31.92524575
1,2006.12.20,1.3198,1.3244,1.3159,1.3175,8121,0.0064595,-0.0017427,-0.002574,-0.4497937,-0.4779363,-0.6175694,0.5675057,-0.2262688,-0.6430909,3,0.01485918,30.23313177
-1,2006.12.21,1.3176,1.3212,1.314,1.318,7819,0.0054795,0.0003036,0.0022052,-0.8839192,-0.0661624,-0.2166965,0.5598086,-0.3630518,-1.3270218,4,0.01450376,27.97586547
-1,2006.12.22,1.3179,1.3211,1.3107,1.3128,6838,0.0079347,-0.0038698,0.0035163,0.1711456,-0.8431948,-0.0514331,0.2460064,-1.0683077,-2.2516813,5,0.01384932,25.51674355
1,2006.12.26,1.3138,1.314,1.3087,1.3101,15423,0.0040498,-0.0028163,0.0004582,-1.4018877,-0.5928358,-0.2165329,0.1597444,-1.3628321,3.7237735,2,0.01307743,24.1939249
1,2006.12.27,1.3099,1.3177,1.3094,1.3125,7880,0.0063388,0.0019849,-0.0055311,-0.4461727,0.5256201,-0.6736275,0.2364217,-0.9913621,-0.6024595,3,0.01249206,21.97536549
1,2006.12.28,1.3127,1.3201,1.3103,1.3145,8644,0.0074792,0.0013712,-0.0023528,0.0028618,0.3362059,-0.2872533,0.3003195,-0.7393425,-0.1517918,4,0.0120486,20.57015592
1,2007.01.01,1.3189,1.3189,1.3189,1.3189,1,0,0,0.0038819,-2.4048271,0.1564882,0.668361,0.4408946,-0.0943956,-3.2104562,1,0.01170399,18.41710523
-1,2007.01.02,1.3205,1.3296,1.3201,1.3277,9354,0.0071964,0.0054525,0.0135888,0.1400577,1.4351599,2.0699629,0.7220447,1.2005276,0.3318849,2,0.01196982,19.72732702
-1,2007.01.03,1.3278,1.3289,1.3146,1.3163,9214,0.0108778,-0.0086609,0.0027424,1.299775,-1.847705,0.6352437,0.3578275,-0.3488815,0.2819056,3,0.01151755,19.67251918
-1,2007.01.04,1.3164,1.3179,1.3075,1.309,9175,0.0079541,-0.0056214,-0.0042599,0.2778012,-1.088487,-0.3146218,0.1246006,-1.3536657,0.2571361,4,0.01067241,17.81310108
1,2007.01.05,1.3091,1.3104,1.298,1.3001,9030,0.0095532,-0.006875,-0.0142543,0.7403255,-1.2340947,-1.6620623,0.0546875,-2.3152027,0.1808411,5,0.0093993,17.721743
-1,2007.01.08,1.301,1.3035,1.2971,1.3029,7711,0.0049341,0.0014604,-0.0133283,-0.8150661,0.4723982,-1.4907271,0.1784615,-1.660769,-0.2837981,1,0.00841436,17.89903067
-1,2007.01.09,1.3028,1.3051,1.2985,1.2992,7960,0.0050828,-0.0027633,-0.0215394,-0.6783785,-0.3795369,-2.2252355,0.0646154,-1.8698239,-0.1721339,2,0.00731946,17.38902359
-1,2007.01.10,1.2993,1.3,1.2929,1.2939,8870,0.0054915,-0.0041561,-0.0170921,-0.502487,-0.6260025,-1.4730195,0.027248,-2.1924862,0.1784905,3,0.00604343,18.38268445
1,2007.01.11,1.2938,1.3014,1.2881,1.2893,9111,0.0103253,-0.0034781,-0.0151249,1.3050997,-0.5061198,-1.138743,0.0289157,-2.2343748,0.2547168,4,0.00465393,19.83974414
1,2007.01.12,1.2892,1.2944,1.2865,1.2922,8717,0.0061407,0.002327,-0.006764,-0.2451863,0.7768287,-0.1988413,0.1322506,-1.6754786,0.1117678,5,0.00359114,21.46081456
-1,2007.01.15,1.2927,1.2955,1.2914,1.2934,6149,0.0031748,0.0005415,-0.0072152,-1.2485302,0.2968681,-0.2546351,0.1600928,-1.4069665,-0.7882672,1,0.0027211,22.07264062
1,2007.01.16,1.2933,1.2988,1.2907,1.2916,8565,0.0062757,-0.0013145,-0.0059263,-0.090825,-0.1222893,-0.1398631,0.1183295,-1.405223,0.0984842,2,0.00185378,21.41847634
1,2007.01.17,1.292,1.2949,1.2896,1.2938,8070,0.0041098,0.0013932,0,-0.8368233,0.6884413,0.5137061,0.1693735,-1.0987457,-0.0660869,3,0.00121617,21.25366597
1,2007.01.18,1.2939,1.2975,1.2895,1.2958,8989,0.006204,0.0014684,0.0051195,0.0014159,0.6576233,1.034905,0.2157773,-0.8390931,0.2657779,4,0.0007694,20.14877689
-1,2007.01.19,1.2959,1.2999,1.2912,1.296,7338,0.0067379,0.0000772,0.0025528,0.1891129,0.2849653,0.7412462,0.2204176,-0.7401147,-0.3497414,5,0.00038937,18.38754211
1,2007.01.22,1.2956,1.2978,1.2921,1.2941,6568,0.0044114,-0.0011578,0.0006186,-0.6676863,-0.0872893,0.545544,0.1763341,-0.8207316,-0.6336392,1,-0.00004888,16.79404397
-1,2007.01.23,1.2944,1.3042,1.2927,1.3019,8450,0.0088961,0.0057942,0.0076625,1.0118751,1.5954976,1.2610149,0.3573086,-0.1090145,0.267353,2,0.00000731,16.51183111
-1,2007.01.24,1.302,1.3036,1.2946,1.2962,9112,0.006952,-0.0044547,0.0017776,0.2329707,-0.9433942,0.5681711,0.225058,-0.5425392,0.5550988,3,-0.0002632,16.25649566
-1,2007.01.25,1.2963,1.3,1.2913,1.2925,9114,0.0067374,-0.0029314,-0.0026237,0.1638728,-0.5032864,0.0888755,0.1392111,-0.784997,0.5418912,4,-0.00070464,14.8051535
1,2007.01.26,1.2926,1.2943,1.2876,1.2914,8534,0.0052035,-0.0009284,-0.0032417,-0.4380321,0.0697508,0.0473014,0.1136891,-0.8074176,0.2554897,5,-0.00114738,14.77364413
1,2007.01.29,1.2921,1.2965,1.2896,1.2957,5286,0.0053505,0.0027862,0.0010043,-0.5937627,0.992548,0.5368597,0.2134571,-0.3130801,-2.6255485,1,-0.00128706,13.77331458
1,2007.01.30,1.2958,1.298,1.2942,1.2964,6230,0.0029362,0.000463,-0.0043011,-1.54659,0.4935468,0.0511452,0.2334906,-0.1056273,-1.5783475,2,-0.00136446,13.13446756
-1,2007.01.31,1.2963,1.3036,1.2923,1.3021,7948,0.0087441,0.0044743,0.0044743,1.2209786,1.5273165,1.1255633,0.4968153,1.1830757,-0.0846084,3,-0.00110731,13.71663031
-1,2007.02.01,1.3022,1.3055,1.3001,1.3021,6969,0.0041535,-0.0000768,0.0073495,-0.9375579,0.09256,1.3378527,0.6527197,1.4885916,-0.8377697,4,-0.00087965,14.96064159
-1,2007.02.02,1.3023,1.3062,1.2949,1.2959,6131,0.0087265,-0.0049144,0.0029409,1.363542,-1.5733774,0.7382363,0.4771574,0.0201837,-1.3937016,5,-0.0010258,14.65171592
1,2007.02.05,1.2955,1.2964,1.2912,1.2928,5905,0.0040273,-0.0020841,-0.0023152,-0.971334,-0.5551958,0.0399031,0.319797,-0.6900532,-1.4209776,1,-0.00132268,13.93606773
1,2007.02.06,1.293,1.299,1.2911,1.2983,5492,0.0061188,0.004099,0.0015429,0.0414113,1.3722538,0.4563911,0.5989848,0.8418,-1.5397438,2,-0.00126769,12.73950109
1,2007.02.07,1.2982,1.3022,1.2971,1.3014,5159,0.0039318,0.002465,-0.0006143,-0.9856978,0.7565559,0.0072355,0.7563452,1.5016942,-1.5718085,3,-0.00104148,13.00358262
-1,2007.02.08,1.3015,1.3044,1.2973,1.3036,6226,0.0054729,0.0016135,0.0009982,-0.1360856,0.3986287,0.1954613,0.8680203,1.8472982,-0.7388023,4,-0.00071771,13.82648285
-1,2007.02.09,1.3037,1.3045,1.2982,1.3006,5680,0.0048529,-0.0023778,0.0039367,-0.4463309,-0.9137747,0.7956908,0.6989247,0.9794838,-1.026148,5,-0.00060164,14.60155021
1,2007.02.12,1.3015,1.3034,1.2939,1.296,4857,0.0073421,-0.0042259,0.0023202,0.8592277,-1.3930923,0.3171558,0.4516129,-0.2379701,-1.4947212,1,-0.00075621,13.97578518
1,2007.02.13,1.2962,1.3042,1.2953,1.3034,5801,0.006871,0.0055547,0.0040055,0.5648507,1.594934,0.7131445,0.8494624,1.5239082,-0.7623837,2,-0.00047318,13.62388045
1,2007.02.14,1.3037,1.3149,1.3022,1.3131,7057,0.0097527,0.0072102,0.0089128,1.8988304,1.8235523,1.8714969,0.9340659,2.8648134,0.1526873,3,0.00031804,15.03308352
-1,2007.02.16,1.3136,1.3143,1.3092,1.3136,6104,0.0038955,0,0.009297,-1.0182001,-0.1603365,1.6437478,0.8813559,1.9696298,-0.4601668,5,0.00164515,17.2475495
-1,2007.02.19,1.3154,1.316,1.3121,1.3149,3880,0.0029723,-0.0003801,0.0144268,-1.3883371,-0.2779972,2.3053843,0.9254237,1.8498726,-1.8314658,1,0.00224914,18.26993455
1,2007.02.20,1.315,1.3187,1.3128,1.3135,5480,0.0044942,-0.0011407,0.0075171,-0.5792039,-0.4164732,0.8824497,0.8327974,1.4821141,-0.6688221,2,0.00268734,19.91694065
-1,2007.02.21,1.3134,1.3164,1.311,1.3141,6631,0.004119,0.000533,0.0006853,-0.6973343,0.0045619,-0.5153476,0.85209,1.3855754,0.2504712,3,0.00309183,20.39843562
1,2007.02.22,1.314,1.3141,1.3079,1.3125,5737,0.0047404,-0.0011416,-0.0008374,-0.3334342,-0.5608119,-0.8640528,0.8006431,1.0810118,-0.3663943,4,0.00334227,19.46925146
-1,2007.02.23,1.3128,1.3185,1.3101,1.3167,4874,0.0064117,0.0029707,0.0009883,0.4889001,0.6903827,-0.5502907,0.9312715,1.4531004,-1.1039882,5,0.00378278,19.62607662
1,2007.02.26,1.3189,1.3196,1.3149,1.3188,4364,0.0035744,-0.0000758,0.0028897,-0.8903801,-0.2365052,-0.1543453,0.9719298,1.523701,-1.4950918,1,0.00426923,20.17904432
-1,2007.02.27,1.3187,1.3258,1.3159,1.3238,7771,0.0075234,0.0038674,0.0079184,0.9761507,0.9519293,0.884078,0.9423631,1.8400442,1.5987273,2,0.00495626,21.66852089
-1,2007.02.28,1.3237,1.3237,1.318,1.3223,8693,0.0043247,-0.0010576,0.0063166,-0.5654332,-0.520227,0.4785791,0.8991354,1.4748472,2.23492,3,0.00545094,23.01614255
1,2007.03.01,1.3225,1.3238,1.3153,1.3173,8538,0.0064624,-0.0039319,0.0034278,0.5296023,-1.3191593,-0.1594561,0.7550432,0.851199,1.8648459,4,0.00558048,23.20776173
-1,2007.03.02,1.3178,1.3201,1.3141,1.319,7124,0.0045659,0.0009106,0.0000758,-0.4227498,0.0860111,-0.9082477,0.8040346,0.9413263,0.7319982,5,0.00576748,22.75728596
1,2007.03.05,1.3209,1.321,1.307,1.308,9846,0.0107116,-0.0097661,-0.0081141,2.4893405,-2.6614207,-2.4183709,0.4870317,-0.3975529,2.2428348,1,0.00529225,20.90503208
1,2007.03.06,1.3082,1.3131,1.3081,1.3127,7019,0.0038223,0.0034398,-0.00831,-0.8046026,0.8575175,-2.0696708,0.5893417,0.1012104,0.3811338,2,0.00512269,19.22918332
-1,2007.03.07,1.3128,1.3185,1.3109,1.3179,6088,0.0057975,0.0038848,-0.0034783,0.1006505,0.9430388,-1.1441135,0.7523511,0.7142083,-0.253303,3,0.00524747,19.36814996
-1,2007.03.08,1.318,1.3181,1.3116,1.3134,6696,0.0049558,-0.0034901,-0.0033389,-0.2966215,-0.9141096,-1.0515045,0.6112853,0.0211413,0.1300471,4,0.00508424,19.49388167
1,2007.03.09,1.3133,1.3159,1.3086,1.3116,5686,0.0055785,-0.0012944,-0.0070407,-0.011296,-0.363893,-1.4911909,0.5548589,-0.3556575,-0.5327436,5,0.00482252,18.31238046
1,2007.03.12,1.3117,1.32,1.3109,1.3189,5638,0.0069418,0.0054891,0.0081792,0.6693416,1.2616218,0.8826473,0.7737705,0.8471944,-0.6035706,1,0.00498596,18.30652688
1,2007.03.13,1.3188,1.3221,1.3155,1.3191,6127,0.0050171,0.0002275,0.0047989,-0.234445,-0.0261108,0.3455745,0.7161017,0.8695634,-0.2875398,2,0.00512063,18.96875171
1,2007.03.14,1.3192,1.3244,1.3175,1.3215,6967,0.0052372,0.0017435,0.0026555,-0.0148691,0.5048203,0.0606583,0.7712766,1.3290786,0.282223,3,0.00535301,20.21074091
1,2007.03.15,1.3216,1.3251,1.3193,1.3239,6390,0.0043963,0.0017403,0.0080713,-0.5074643,0.478308,0.9241309,0.8989362,1.6719071,-0.0636346,4,0.00566949,21.56030084
