Tomorrow_Direction,Date,Open,High,Low,Close,Volume,Range,ROC,Weekly_ROC,Standardized_Range_20,Standardized_ROC_20,Standardized_Weekly_ROC_20,Stochastic_20,Standardized_Close_20,Standardized_Volume_20,Day_of_Week,MACD_20_50,ADX_20
-1,2020.06.10,1.13388,1.14222,1.13215,1.13723,78384,0.0088946,0.0029545,0.0124821,0.3882999,0.0750454,0.1173679,0.9229225,1.6065895,1.1775036,3,0.01093811,39.66957259
-1,2020.06.11,1.13723,1.14035,1.12886,1.12981,101175,0.0101784,-0.0065246,-0.0034049,0.775229,-1.9415222,-1.8810121,0.8040733,1.1024267,2.1730846,4,0.01145221,40.99068784
1,2020.06.12,1.12933,1.13402,1.12125,1.12604,94092,0.0113891,-0.0029132,-0.0029044,1.1102938,-1.0714124,-1.7566428,0.7400386,0.8124746,1.5550914,5,0.01164513,40.34346243
-1,2020.06.15,1.12356,1.13323,1.12263,1.13222,90036,0.0094421,0.0077076,0.002559,0.4474895,1.2596982,-1.0095173,0.8187092,1.0678122,1.2031066,1,0.01211556,39.75787753
-1,2020.06.16,1.1322,1.13531,1.12276,1.12633,81131,0.0111778,-0.0051846,-0.0066586,1.0132914,-1.4433416,-1.8406348,0.7119289,0.6399669,0.6634665,2,0.01214927,39.48533887
-1,2020.06.17,1.12628,1.12939,1.1207,1.12426,76433,0.0077541,-0.0017935,-0.0114049,-0.2891172,-0.6641941,-1.9726516,0.6744017,0.4432825,0.3492524,3,0.01201724,38.44421377
-1,2020.06.18,1.12428,1.12612,1.11854,1.12049,72169,0.0067767,-0.003371,-0.0078277,-0.6683427,-0.9785197,-1.4414809,0.6060551,0.1278054,0.0480505,4,0.01164637,36.58518019
1,2020.06.19,1.12047,1.12542,1.11681,1.11765,67711,0.0077095,-0.0025168,-0.0052601,-0.3458959,-0.8292889,-1.1019614,0.5545685,-0.1771721,-0.3006889,5,0.01112139,34.2784988
1,2020.06.22,1.11819,1.12697,1.11684,1.12593,56787,0.0090702,0.0069219,-0.0055379,0.0926343,1.0564649,-1.0915061,0.6928154,0.3735545,-1.3658403,1,0.01108736,32.56176823
-1,2020.06.23,1.12592,1.13483,1.1233,1.13074,72602,0.0102644,0.0042809,0.0039599,0.5826565,0.5798639,-0.2601588,0.7648986,0.7525847,-0.253158,2,0.01128584,32.43853074
-1,2020.06.24,1.13073,1.13257,1.12483,1.12503,60143,0.006881,-0.005041,0.0006671,-0.7951994,-1.2739356,-0.5358458,0.6006969,0.0455453,-1.2799561,3,0.01109633,32.32703015
-1,2020.06.25,1.12503,1.12595,1.11902,1.1217,54121,0.0061929,-0.0029599,0.0010978,-0.9909061,-0.7667225,-0.4519674,0.4224599,-0.5226262,-1.6606788,4,0.0107036,29.57326401
1,2020.06.26,1.12181,1.12391,1.11951,1.12179,40896,0.0039303,-0.0000178,0.0032195,-1.7082751,-0.1216018,-0.2060366,0.3653308,-0.6664425,-2.2215864,5,0.01032727,27.08176131
-1,2020.06.29,1.12146,1.12876,1.12146,1.1241,42408,0.0065094,0.0023541,-0.0016165,-0.8020589,0.3699212,-0.563031,0.4099642,-0.4292883,-1.8698078,1,0.01009097,26.39518983
1,2020.06.30,1.12412,1.12616,1.11909,1.12336,48612,0.0063176,-0.0006761,-0.0065179,-0.8475299,-0.227949,-0.9313131,0.2624169,-0.6756225,-1.3350285,2,0.00980642,24.78318709
-1,2020.07.01,1.1234,1.12749,1.11847,1.12507,45694,0.0080646,0.0014866,0.0000356,-0.1736061,0.2850046,-0.2160974,0.3250689,-0.3584212,-1.3492902,3,0.00961824,23.67377148
1,2020.07.02,1.12507,1.13025,1.12231,1.12388,45520,0.0070747,-0.0010577,0.0018452,-0.4923305,-0.1794748,0.1067913,0.2782369,-0.5216665,-1.2201864,4,0.00935207,23.45943872
1,2020.07.03,1.12391,1.12524,1.12192,1.12482,39847,0.0029592,0.0008097,0.0029961,-2.021302,0.225103,0.3629061,0.3152302,-0.2858115,-1.3709475,5,0.00913842,22.8675412
-1,2020.07.06,1.1243,1.13455,1.12406,1.13085,43681,0.0093322,0.0058258,0.0059869,0.5635227,1.3528422,0.9119481,0.5525384,0.9496906,-1.0737572,1,0.00925639,24.09139335
1,2020.07.07,1.13084,1.13323,1.12587,1.12727,46610,0.0065372,-0.0031569,0.0034449,-0.581687,-0.7332529,0.726627,0.411649,0.2981964,-0.8412102,2,0.00912381,25.19868814
-1,2020.07.08,1.12674,1.13515,1.12621,1.13292,46420,0.0079381,0.0054849,0.0069773,0.074292,1.2956079,1.5619943,0.684367,1.7995067,-0.7695337,3,0.009291,26.57950957
1,2020.07.09,1.13287,1.13706,1.12801,1.12846,53652,0.008023,-0.0038928,0.0040484,0.1675316,-0.9842223,0.8943956,0.5753086,0.7137602,-0.311128,4,0.00915178,28.19064478
1,2020.07.10,1.12845,1.13247,1.12548,1.12965,43778,0.0062107,0.0010634,0.0047585,-0.6126076,0.1869317,0.9398523,0.6340741,0.9457021,-0.8368729,5,0.00906325,28.19043221
1,2020.07.13,1.13015,1.13748,1.13008,1.13435,45838,0.0065482,0.0037163,0.0031039,-0.3759486,0.9701128,0.6166421,0.8485728,1.9834289,-0.643107,1,0.00921575,29.36990061
1,2020.07.14,1.13431,1.14085,1.1325,1.13993,53978,0.0073731,0.0049546,0.0117063,0.1798506,1.1894428,1.9361219,0.9617304,2.5245436,0.0997282,2,0.00962649,31.04454541
-1,2020.07.15,1.1399,1.14518,1.1391,1.14114,46644,0.0053375,0.0010878,0.0073,-0.949018,0.0897335,1.1090949,0.8575961,2.2228431,-0.4723983,3,0.01001538,33.43426115
1,2020.07.16,1.14113,1.14419,1.13703,1.13834,47684,0.0062971,-0.0024449,0.0087642,-0.3697579,-0.9173502,1.3129551,0.7589002,1.5653802,-0.2810833,4,0.01015916,34.52463966
1,2020.07.17,1.13832,1.14437,1.13745,1.14258,36614,0.0060838,0.0037424,0.0109985,-0.4471918,0.7446152,1.6185525,0.9082569,1.9634129,-1.4656907,5,0.01048375,35.54852718
1,2020.07.20,1.14042,1.14676,1.14021,1.14472,46665,0.0057446,0.0037705,0.0091774,-0.57099,0.8478562,1.1561936,0.9278897,1.9278715,-0.1770756,1,0.01084663,36.99280043
1,2020.07.21,1.1447,1.15396,1.14227,1.15265,50733,0.010234,0.0069451,0.0111852,2.1720178,1.672007,1.4403369,0.9630882,2.3706888,0.6809279,2,0.01156583,39.03362961
1,2020.07.22,1.15268,1.16009,1.15066,1.15695,57633,0.0081953,0.0037044,0.0138635,0.8677859,0.672314,1.7403239,0.9245555,2.289377,2.0648388,3,0.01238871,41.49105942
1,2020.07.23,1.15693,1.16266,1.15402,1.15959,54824,0.0074869,0.0022992,0.0186854,0.4045172,0.1638337,2.1995853,0.9305273,2.1202179,1.5046941,4,0.01320566,43.95685395
1,2020.07.24,1.15957,1.16576,1.15813,1.16549,53672,0.0065882,0.0051053,0.0219831,-0.2313633,0.9831817,2.2334914,0.9942905,2.1786495,1.1630226,5,0.01419703,46.49383446
-1,2020.07.27,1.16431,1.17811,1.16412,1.1751,59628,0.0120177,0.0092673,0.0265572,2.5245445,1.9635658,2.3569035,0.9495305,2.3417735,1.9427699,1,0.01554416,49.32496184
1,2020.07.28,1.17512,1.17735,1.16986,1.1715,59214,0.0064025,-0.0030805,0.0163272,-0.4317553,-1.4706629,0.9667073,0.8891683,1.8174422,1.6414861,2,0.01645546,51.88645804
1,2020.07.29,1.17148,1.18059,1.17126,1.17906,57617,0.0079658,0.0064704,0.0191282,0.3944784,1.0485189,1.2372061,0.9739219,1.9466064,1.2443598,3,0.0176097,54.39468092
-1,2020.07.30,1.1791,1.1848,1.17307,1.18467,62399,0.0099994,0.0047239,0.021646,1.3208062,0.5162256,1.430547,0.9979326,1.9415222,1.7104443,4,0.01886158,56.84599962
-1,2020.07.31,1.18465,1.19086,1.17613,1.17713,75364,0.0125241,-0.0063479,0.0110108,2.3062197,-2.0950881,-0.1197831,0.7944611,1.3860987,2.7125449,5,0.01945696,59.2531388
1,2020.08.03,1.17697,1.17966,1.16957,1.17617,57376,0.0086271,-0.0006797,0.0008935,0.4083592,-0.6733462,-1.4887684,0.7753136,1.2037105,0.5427779,1,0.01984807,58.85107809
1,2020.08.04,1.17633,1.1806,1.17212,1.18028,55353,0.0072348,0.0033579,0.0075119,-0.3046686,0.2239768,-0.6108569,0.8381768,1.2833104,0.2532888,2,0.02034417,58.60408086
1,2020.08.05,1.18026,1.19047,1.17929,1.18629,54459,0.0094803,0.005109,0.0060979,0.7710449,0.6690086,-0.8029107,0.9301009,1.4273869,0.0987351,3,0.02103614,59.18694458
-1,2020.08.06,1.18627,1.1916,1.18178,1.18762,64120,0.0083095,0.001138,0.0025071,0.185725,-0.4194068,-1.2854935,0.9398064,1.3627618,1.1749399,4,0.02163359,59.80543659
-1,2020.08.07,1.18763,1.18827,1.1755,1.17854,61612,0.0108635,-0.0076539,0.0013339,1.2938091,-2.2694284,-1.384834,0.7877113,0.8167998,0.7934463,5,0.02156347,58.5727487
1,2020.08.10,1.17864,1.18006,1.17359,1.17371,42261,0.005513,-0.0041828,-0.0022273,-1.2156213,-1.3199348,-1.7377925,0.6972927,0.4773396,-1.4879232,1,0.02115139,56.47726201
1,2020.08.11,1.17373,1.18074,1.1722,1.17395,59065,0.0072854,0.0001874,-0.0053463,-0.3848555,-0.3171397,-1.8322711,0.6765622,0.416742,0.4589834,2,0.02072762,54.04863518
1,2020.08.12,1.17402,1.18165,1.17109,1.17835,58997,0.0090172,0.0036882,-0.0066764,0.3536415,0.4240201,-1.744076,0.7571926,0.6164374,0.3878938,3,0.02052833,51.49699656
1,2020.08.13,1.17835,1.1864,1.17796,1.18131,52645,0.0071649,0.002512,-0.0053215,-0.5828173,0.1141975,-1.4351542,0.8099723,0.7546918,-0.4130874,4,0.02044425,50.18530391
1,2020.08.14,1.18126,1.18503,1.17814,1.18413,42080,0.0058482,0.0024296,0.0046579,-1.2229306,0.1108676,-0.3996329,0.854641,0.9190751,-1.8850852,5,0.02045279,48.99853437
1,2020.08.17,1.18377,1.1881,1.18285,1.18698,39587,0.0044384,0.0027117,0.0112888,-1.7930061,0.1871536,0.2532043,0.906345,1.1553023,-2.0049038,1,0.02054349,48.84078622
-1,2020.08.18,1.18695,1.19656,1.18655,1.19306,50881,0.0084362,0.0051476,0.0162178,0.1279726,0.775132,0.7116531,0.9237473,1.7008144,-0.6208405,2,0.02088622,49.69047984
1,2020.08.19,1.19302,1.19526,1.18301,1.18385,55642,0.0103549,-0.0076864,0.0046675,0.9716752,-1.8622829,-0.3837694,0.7012224,0.6375854,-0.0243058,3,0.02059018,49.41378274
-1,2020.08.20,1.18355,1.18685,1.1802,1.18599,57789,0.0056346,0.0020616,0.0040042,-1.1528501,0.1772163,-0.3861267,0.7249545,0.8879268,0.221098,4,0.02037582,47.75028394
-1,2020.08.21,1.18599,1.18827,1.17542,1.17964,52733,0.0109323,-0.0053542,-0.0034889,1.1192915,-1.2323211,-1.0469365,0.4784217,-0.2192722,-0.3930424,5,0.01975764,45.11991059
1,2020.08.24,1.17929,1.18496,1.17841,1.17873,42510,0.0055583,-0.0004749,-0.0069253,-1.1584638,-0.1517129,-1.3414583,0.339385,-0.4250333,-1.455656,1,0.0190955,42.74004899
-1,2020.08.25,1.17871,1.18436,1.1784,1.18343,47918,0.0050577,0.0040044,-0.0080384,-1.3129288,0.7691718,-1.3270316,0.5135235,0.3580415,-0.7568474,2,0.0187119,40.58119836
-1,2020.08.26,1.1834,1.18391,1.17721,1.18298,44133,0.0056914,-0.0003549,-0.0004816,-0.9556667,-0.1341816,-0.3910491,0.4968507,0.2298829,-1.0806053,3,0.01828335,38.00410429
1,2020.08.27,1.18297,1.19013,1.17621,1.18217,66444,0.0118346,-0.0006763,-0.0032209,1.5815703,-0.1508904,-0.6843698,0.4668396,0.0925079,1.3424668,4,0.01779715,36.75725145
1,2020.08.28,1.18215,1.19196,1.1811,1.19055,62437,0.0091948,0.0071057,0.0095481,0.6210127,1.564505,1.2264376,0.7773249,1.5808846,1.1240497,5,0.01777751,36.00131398
-1,2020.08.31,1.19036,1.1966,1.18839,1.19361,50159,0.0069085,0.0027303,0.0126409,-0.3756229,0.4664427,1.498537,0.8827911,1.8755561,-0.3597427,1,0.01786547,36.41368521
-1,2020.09.01,1.19358,1.20108,1.19011,1.19113,58939,0.0092176,-0.0020526,0.006532,0.6194216,-0.6183245,0.6535026,0.6682227,1.2768695,0.7054582,2,0.01773627,37.43680885
-1,2020.09.02,1.19112,1.19285,1.1822,1.18547,53643,0.0090086,-0.0047434,0.0021133,0.5400698,-1.1436568,0.0602639,0.4794932,0.2987415,0.0571808,3,0.01724063,35.74247619
-1,2020.09.03,1.18521,1.18645,1.17887,1.18512,57467,0.0064299,-0.0000759,0.0025124,-0.5781575,-0.010112,0.1169332,0.4678226,0.2622635,0.5955053,4,0.01672578,32.9685385
-1,2020.09.04,1.18513,1.18652,1.17808,1.18394,58184,0.0071642,-0.0010041,-0.0053933,-0.1758514,-0.3456336,-0.9352692,0.4284762,0.0063248,0.7257156,5,0.01614965,30.20488546
-1,2020.09.07,1.18458,1.18485,1.18111,1.18136,31385,0.0031665,-0.0027183,-0.0102381,-1.86225,-0.8372189,-1.4661165,0.3424475,-0.5815659,-2.3885204,1,0.01544399,27.70443746
1,2020.09.08,1.18136,1.18273,1.17654,1.17739,56953,0.0052612,-0.0033605,-0.011527,-0.8807498,-0.9393933,-1.518128,0.21007,-1.5008304,0.5722155,2,0.01455047,26.61186448
1,2020.09.09,1.17747,1.18337,1.17528,1.18027,50318,0.0068835,0.002378,-0.004168,-0.1416974,0.6026814,-0.6237373,0.1934109,-0.9321294,-0.1506785,3,0.01388076,25.9688652
1,2020.09.10,1.18026,1.19174,1.17994,1.18146,60593,0.0100005,0.0010167,-0.0030967,1.1119185,0.2604062,-0.5072358,0.2395349,-0.6757281,0.9896837,4,0.01331342,23.64736578
1,2020.09.11,1.18145,1.18739,1.18086,1.18459,46151,0.0055299,0.0026578,0.0000084,-0.7539979,0.6997666,-0.0820559,0.3608527,0.0008713,-0.7113558,5,0.01294586,21.54696154
-1,2020.09.14,1.18362,1.1888,1.18321,1.18643,37436,0.0047244,0.0023741,0.0042917,-1.1043968,0.6297729,0.536984,0.4321705,0.4088489,-1.6889663,1,0.01268109,20.32273253
-1,2020.09.15,1.18648,1.19004,1.18393,1.18462,38904,0.0051608,-0.0015677,0.0060723,-0.8399818,-0.3653877,0.9528712,0.3620155,0.1173968,-1.3735117,2,0.01230216,19.73935928
1,2020.09.16,1.18465,1.18826,1.17873,1.18155,53041,0.008085,-0.0026168,0.001093,0.4394221,-0.8328565,0.2278208,0.2430233,-0.5942754,0.1847186,3,0.01175483,18.15972681
-1,2020.09.17,1.18146,1.18523,1.17374,1.18476,58356,0.0097892,0.0027932,0.0028016,1.0654953,0.8908899,0.5027841,0.4030724,0.1933655,0.7627287,4,0.01141497,17.81797921
-1,2020.09.18,1.18476,1.18703,1.18258,1.18413,45923,0.003763,-0.0005318,0.0004309,-1.3642956,-0.2701021,0.106305,0.3800293,-0.0135898,-0.5559212,5,0.01104162,16.32778755
-1,2020.09.21,1.18455,1.18717,1.17316,1.17707,54501,0.0119421,-0.0063146,-0.007931,1.8466892,-1.9433457,-1.1763962,0.140043,-1.6967332,0.3168384,1,0.01028031,16.52491373
-1,2020.09.22,1.177,1.17735,1.16916,1.17077,54507,0.007005,-0.0052931,-0.0117165,-0.1334858,-1.4576491,-1.6608152,0.0504386,-2.4864371,0.2816827,2,0.00922718,17.61655964
1,2020.09.23,1.17074,1.17189,1.16511,1.16595,53403,0.0058192,-0.0040914,-0.0131278,-0.6124366,-1.0049726,-1.6386055,0.0233528,-2.5884902,0.1096877,3,0.00800723,19.54439897
-1,2020.09.24,1.1659,1.16868,1.16264,1.16708,53594,0.0051951,0.0010121,-0.0149229,-0.7917929,0.4790519,-1.6634849,0.1155047,-2.0199891,0.2200856,4,0.00698015,21.84480858
1,2020.09.25,1.16706,1.16849,1.16122,1.16296,46422,0.0062607,-0.0035131,-0.0182263,-0.2699368,-0.8097064,-1.824238,0.0436528,-2.1506719,-0.5819472,5,0.00583044,24.17957505
1,2020.09.28,1.16222,1.16799,1.16151,1.1665,39261,0.0055789,0.0036826,-0.008921,-0.5399918,1.595483,-0.6327675,0.1324636,-1.5582136,-1.3506313,1,0.00500757,26.2919828
-1,2020.09.29,1.1665,1.17455,1.16609,1.17426,42496,0.007255,0.0066524,0.0030066,0.2528103,2.1211913,1.0100108,0.4122668,-0.5257189,-0.8683225,2,0.00470829,25.60386315
1,2020.09.30,1.1743,1.17547,1.16846,1.1721,57876,0.0059993,-0.0018735,0.0053178,-0.2592639,-0.4068162,1.2734954,0.3564875,-0.7279166,0.9597901,3,0.00430954,24.59903301
-1,2020.10.01,1.1721,1.17694,1.17171,1.17465,57598,0.0044636,0.0021756,0.0065035,-0.91346,0.7638576,1.3621741,0.4400393,-0.3304142,0.9251114,4,0.00408968,22.88020389
1,2020.10.02,1.17489,1.17489,1.16957,1.17165,65348,0.0045487,-0.0027577,0.0081138,-0.8020357,-0.6616763,1.4017834,0.3417431,-0.661141,1.7029701,5,0.00371522,22.25648136
-1,2020.10.05,1.17131,1.17974,1.17053,1.17825,41921,0.0078682,0.005925,0.0100729,0.6231382,1.635184,1.4551601,0.5579948,0.26685,-1.103145,1,0.00374557,20.23511782
1,2020.10.06,1.17826,1.18076,1.17316,1.17334,50635,0.0064782,-0.0041756,-0.0008175,-0.0668725,-1.0992203,0.11474,0.3971166,-0.3833669,0.0281269,2,0.0034829,18.55338532
-1,2020.10.07,1.17335,1.17818,1.17248,1.17628,46612,0.0048615,0.0024971,0.0035662,-0.7813547,0.699539,0.5964183,0.4934469,0.0501071,-0.45806,3,0.00340627,16.8722059
1,2020.10.08,1.17624,1.17816,1.17324,1.17582,39212,0.0041935,-0.0003571,0.0007916,-1.0109347,-0.0516056,0.2378852,0.5065926,0.0257593,-1.2645983,4,0.00330116,15.35113881
-1,2020.10.09,1.17587,1.18304,1.17551,1.18293,40290,0.0064057,0.0060041,0.0099205,0.0677958,1.5374701,1.2260158,0.7532963,1.059057,-1.0601229,5,0.00359578,15.56838307
-1,2020.10.12,1.18173,1.18265,1.17866,1.1812,34400,0.0033852,-0.0004485,0.0024952,-1.355025,-0.0798337,0.3799279,0.6932686,0.8917122,-1.7162715,1,0.00374154,15.7649374
-1,2020.10.14,1.17452,1.17712,1.17195,1.17452,41998,0.0044115,0,-0.0014623,-0.8256127,0.053783,-0.0360158,0.5125241,0.0142297,-0.752783,3,0.00323682,14.24252482
1,2020.10.15,1.17452,1.17576,1.16882,1.17073,46911,0.0059376,-0.0032269,-0.0043712,0.0035572,-0.676651,-0.3387994,0.366474,-0.5382354,-0.0966576,4,0.0028039,14.9446047
1,2020.10.16,1.17073,1.1746,1.16939,1.1716,41654,0.0044553,0.0007431,-0.0085722,-0.8164432,0.2980102,-0.7720462,0.4,-0.2996756,-0.7203792,5,0.00246583,15.57981983
1,2020.10.19,1.17195,1.17936,1.1703,1.17695,38192,0.0077416,0.0042664,-0.003598,1.5409809,1.0753326,-0.2186667,0.7208983,0.7668525,-1.0386209,1,0.00246247,14.38035007
1,2020.10.20,1.17695,1.18407,1.17598,1.18211,38813,0.0068794,0.0043842,0.0064622,0.8810477,1.0078498,0.8800405,0.9142232,1.5717835,-0.8703931,2,0.00273943,14.27591017
-1,2020.10.21,1.18214,1.18806,1.18208,1.18598,47267,0.0050589,0.0032483,0.0097572,-0.5049732,0.6318786,1.168508,0.9225037,1.9798024,0.2155332,3,0.00318676,15.55845589
1,2020.10.22,1.18582,1.18667,1.18114,1.18177,41611,0.0046819,-0.0034154,0.00943,-0.7675421,-1.0843394,1.0561495,0.7656483,1.1308669,-0.4334302,4,0.00332786,16.1732819
-1,2020.10.23,1.18177,1.18646,1.17867,1.18598,41119,0.0066091,0.0035625,0.0119715,0.6875778,0.6738441,1.4333979,0.9216573,1.7799565,-0.460508,5,0.00367394,15.74611775
-1,2020.10.26,1.18551,1.18554,1.18031,1.18087,41221,0.004431,-0.0039139,0.0033306,-0.9008129,-1.2025025,-0.0561423,0.6727355,0.7475253,-0.4635768,1,0.00367478,15.3596359
-1,2020.10.27,1.18087,1.18387,1.17818,1.1787,37585,0.0048295,-0.0018376,-0.00291,-0.5327317,-0.5835597,-1.0868778,0.522449,0.2528063,-0.8857918,2,0.00354022,13.94075346
-1,2020.10.28,1.1787,1.17879,1.17178,1.17451,48573,0.0059824,-0.0035548,-0.0095377,0.3519447,-1.0187088,-1.8940404,0.295738,-0.66716,0.6162554,3,0.0031753,14.80649442
-1,2020.10.29,1.17451,1.17586,1.16499,1.1674,50814,0.0093306,-0.0060536,-0.0121597,2.3289078,-1.4997129,-1.9395187,0.1044647,-1.9120752,1.0455007,4,0.0024479,16.66272069
-1,2020.10.30,1.16741,1.1704,1.16398,1.16462,50353,0.0055156,-0.0023899,-0.0176211,-0.1990844,-0.5609113,-2.2077326,0.0265781,-2.1324259,1.5387482,5,0.00165069,18.58713333
1,2020.11.02,1.16468,1.16556,1.16221,1.16404,42757,0.0028824,-0.0005495,-0.0142522,-1.7214904,-0.0009358,-1.5894339,0.070793,-1.8919127,-0.0584593,1,0.00091904,21.09113769
1,2020.11.03,1.16406,1.17396,1.16323,1.1715,38341,0.0092243,0.0063914,-0.0061084,2.0094545,1.6898947,-0.5879092,0.359381,-0.7098363,-0.9004987,2,0.00069753,20.98288287
1,2020.11.04,1.1715,1.17704,1.16019,1.17244,91397,0.0145235,0.0008024,-0.0017624,3.1780224,0.2411695,-0.0472974,0.4395407,-0.5309149,3.9418741,3,0.00055503,20.39928918
1,2020.11.05,1.17244,1.18598,1.17108,1.18267,85434,0.0127233,0.0087254,0.0130717,2.0680063,1.9758908,1.5278944,0.8066021,0.9580866,2.5879117,4,0.00100219,18.50333262
-1,2020.11.06,1.18272,1.18909,1.17954,1.18746,80267,0.0080964,0.0040077,0.019559,0.4706506,0.9117008,2.0100229,0.9435986,1.5671802,1.8952629,5,0.0016555,17.49121711
1,2020.11.09,1.18873,1.192,1.17951,1.18127,102576,0.0105891,-0.0062756,0.0147845,1.1824773,-1.4269167,1.3865312,0.6626847,0.6832976,2.5082297,1,0.00187045,17.06180204
-1,2020.11.10,1.18124,1.18432,1.17798,1.18136,88041,0.0053821,0.0001016,0.0084166,-0.525732,-0.0358505,0.7281949,0.665514,0.6409977,1.561956,2,0.00205536,16.03123425
1,2020.11.11,1.18138,1.18328,1.17455,1.17771,53264,0.0074326,-0.0031065,0.0044949,0.1075669,-0.7571172,0.3283059,0.5507702,0.1029368,-0.0969003,3,0.00200394,14.89115251
1,2020.11.12,1.17771,1.18231,1.17586,1.18048,57097,0.0054853,0.002352,-0.0018939,-0.5428398,0.4728562,-0.2882946,0.6378497,0.43365,0.0608124,4,0.00210694,13.85964998
1,2020.11.13,1.18047,1.18372,1.17989,1.18326,45110,0.0032461,0.0023635,-0.0046015,-1.2498613,0.4537095,-0.5726677,0.7252436,0.7534765,-0.5204001,5,0.00234435,13.14302895
1,2020.11.16,1.184,1.18688,1.18141,1.18516,57741,0.0046301,0.0009797,0.0033185,-0.7316637,0.1674762,0.1580503,0.7849733,0.9454259,0.0376803,1,0.00264841,13.81199626
-1,2020.11.17,1.18509,1.18939,1.18428,1.18605,43717,0.0043149,0.0008101,0.003953,-0.7791164,0.1743868,0.2327227,0.8129519,1.0202665,-0.6653322,2,0.00295269,15.34382799
1,2020.11.18,1.18618,1.1891,1.18491,1.18526,49423,0.0035361,-0.0007756,0.0064107,-0.9847219,-0.1745167,0.4937013,0.7881169,0.9208015,-0.3903366,3,0.00316192,16.72977098
-1,2020.11.19,1.18526,1.18825,1.18163,1.18745,53540,0.0056024,0.0018477,0.0059129,-0.3530104,0.4316362,0.4673746,0.8569632,1.1473615,-0.2197774,4,0.00345467,16.36851179
-1,2020.11.20,1.18745,1.18909,1.18497,1.18587,44971,0.0034769,-0.0013306,0.0015794,-0.951132,-0.3311776,0.0905364,0.8072933,0.9365245,-0.6646651,5,0.00360774,16.50643789
1,2020.11.23,1.18496,1.19061,1.18,1.18399,49370,0.0089915,-0.0008186,-0.0009282,0.6783098,-0.2439074,-0.1457117,0.7481924,0.6561195,-0.4695174,1,0.003622,15.23309776
1,2020.11.24,1.18399,1.18959,1.18358,1.18904,49664,0.0050778,0.0042652,0.0024111,-0.5324471,1.0236141,0.171316,0.9069475,1.2075393,-0.4982686,2,0.00390378,14.08102812
-1,2020.11.25,1.18905,1.19298,1.18819,1.19157,56219,0.0040313,0.0021193,0.0053237,-0.8116931,0.3922629,0.4064972,0.9569991,1.362339,-0.1744471,3,0.00427589,14.76355984
1,2020.11.26,1.19164,1.19409,1.18853,1.19127,34494,0.004678,-0.0003105,0.003217,-0.5498882,-0.3802482,0.1075888,0.9168142,1.2190809,-1.2362585,4,0.00456657,15.79423555
-1,2020.11.27,1.19125,1.1963,1.19067,1.19593,38264,0.0047284,0.0039286,0.0092577,-0.5196969,0.8018838,0.7400598,0.9897535,1.7088505,-0.9898572,5,0.00506327,17.48444461
1,2020.11.30,1.196,1.20034,1.19236,1.19256,57731,0.0066926,-0.0028763,0.0072382,0.0219063,-1.1821659,0.3992774,0.8062267,1.2759453,-0.0559488,1,0.00528734,19.85071797
1,2020.12.01,1.19261,1.20766,1.19253,1.20692,58891,0.0126873,0.0119989,0.0150288,1.7294272,2.6137932,1.4818972,0.9844112,2.8311835,-0.050764,2,0.00626685,22.6647892
1,2020.12.02,1.20691,1.21184,1.204,1.21136,69133,0.0065116,0.0036871,0.0165486,0.0402486,0.5169581,1.5339491,0.9882237,2.7289489,0.5845587,3,0.00734365,25.83683181
-1,2020.12.03,1.21137,1.21746,1.21011,1.21469,74096,0.0060738,0.0027407,0.0196768,0.0042996,0.3912863,1.8272652,0.9354463,2.4348107,0.9342204,4,0.00843882,29.42271748
-1,2020.12.04,1.21447,1.21773,1.211,1.21201,76974,0.0055574,-0.0020256,0.0133863,-0.1565621,-0.8064827,1.0355948,0.8675313,1.8491383,1.1267134,5,0.00920917,32.70118253
-1,2020.12.07,1.21299,1.21664,1.20787,1.21091,77841,0.0072607,-0.0017148,0.0153445,0.6818751,-0.8638067,1.3257434,0.8420565,1.5427871,1.4979876,1,0.00978281,34.29540055
-1,2020.12.08,1.21091,1.2134,1.20956,1.21022,71978,0.0031747,-0.0005698,0.0027425,-1.09876,-0.5136995,-0.5605945,0.8260769,1.3281815,1.2741472,2,0.01020627,35.73778829
1,2020.12.09,1.21022,1.21474,1.20585,1.20802,72315,0.0073724,-0.0018179,-0.0027655,0.7595938,-0.9193886,-1.284786,0.7680917,1.0449141,1.1785743,3,0.010413,35.45474969
-1,2020.12.10,1.20789,1.21588,1.20738,1.21398,85474,0.00704,0.0050418,-0.0004035,0.5728689,1.0687731,-0.9633862,0.9008985,1.3917643,1.8665725,4,0.01088772,35.44277759
1,2020.12.11,1.21361,1.21628,1.21054,1.21125,71031,0.0047417,-0.0019446,-0.0014345,-0.4813733,-0.8879721,-1.1787747,0.8282534,1.0555066,0.7883009,5,0.01110677,35.56390141
1,2020.12.14,1.21366,1.21766,1.21156,1.21432,65850,0.0050348,0.0005438,0.0028161,-0.3598294,-0.1702885,-0.5253374,0.909621,1.1865213,0.3999918,1,0.0114277,36.08435412
1,2020.12.15,1.21432,1.21687,1.21214,1.21505,65615,0.0039022,0.0006012,0.003991,-0.8570151,-0.1508649,-0.3467384,0.928969,1.1300307,0.3188292,2,0.01170489,36.5552399
1,2020.12.16,1.21489,1.22124,1.21249,1.21984,76468,0.0072166,0.0040744,0.0098933,0.5618661,0.7653201,0.5216874,0.9660524,1.3850827,0.988268,3,0.01217048,37.8905911
